QIS No.,QIS Name,QIS Name - New,Site Type2,Area,City,Circle,Region,Lat,Long
WMQISXM1V1-00444,Bommanahalli,"BLR_PVT_Dr Bhim Rao Ambedkar St, Bommanahalli",Private,Bommanahalli,Bengaluru,Karnataka,South,12.906223,77.628599
WMQISXM1V1-00581,HEBBAL Cholanayakanahalli,"BLR_PVT_Chamundi Nagar, Hebbal",Private,Venkataswamappa Layout,Bengaluru,Karnataka,South,13.031634,77.598871
WMQISXM1V1-00380,BRPL- Nehru Place 1,DEL_BRP_Nehru Place,BRPL,Nehru Place,Delhi,Delhi,North,28.54832,77.25464
WMQISXM1V1-00402,Narela - IOCL Har Sreenath 2,"DEL_IOC_Haar-Shreenath-Narella, sector A7, Narela",IOCL,Narela,Delhi,Delhi,North,28.847158,77.099431
WMQISXM1V1-00383,BRPL- Nehru Place 2,DEL_BRP_Nehru Place,BRPL,Nehru Place,Delhi,Delhi,North,28.54832,77.25464
WMQISXM1V1-00562,Jayanagar 4th T Block,BLR_PVT_Jayanagara 9th Block,Private,Jayanagar,Bengaluru,Karnataka,South,12.9188373,77.5908508
WMQISXM1V1-00583,Shivajinagar Jewellery Street,"BLR_PVT_Jewellers St, Shivajinagar",Private,Shivajinagar,Bengaluru,Karnataka,South,12.985451,77.608708
WMQISXM1V1-00587,Yadiyur Lake,"BLR_PVT_Thyagaraja Nagar, Basavanagudi",Private,Shivajinagar,Bengaluru,Karnataka,South,12.931012,77.570162
WMQISXM1V1-00379,Nurpur,GUR_PVT_Nurpur,Private,Noorpur,Gurugram,Haryana,North,28.38793,77.03962
WMQISXM1V1-00413,Raj Nagar 2,"GZB_PVT_ P & T Colony, Raj Nagar",Private,Raj Nagar,Ghaziabad,UP,North,28.674248,77.442612
WMQISXM1V1-00584,Mysore road,BLR_BMR_Mysore road Metro station,BMRCL,Mysore road,Bengaluru,Karnataka,South,12.946048,77.53035
WMQISXM1V1-00401,BHARAT SERVICE STATION,"DEL_IOC_BHARAT-SERVICE-STATION, GT Karnal Rd",IOCL,SINGHU BORDER G.T. KARNAL ROAD,Delhi,Delhi,North,28.854283,77.124719
WMQISXM1V1-00412,Madhav Fuels 2,"DEL_IOC_Madhav-Fuels, Chetan Vihar",IOCL,Najafgarh,Delhi,Delhi,North,28.6083603,76.9531635
WMQISXM1V1-00532,BMRCL-Attiguppe,BLR_BMR_Attiguppe Metro  station,BMRCL,Attiguppe metro station,Bengaluru,Karnataka,South,12.96237,77.53419
WMQISXM1V1-00589,Hosa Road,BLR_PVT_AECS Layout - A Block,Private,Singsandara,Bengaluru,Karnataka,South,12.877896,77.649372
WMQISXM1V1-00429,JP Nagar 1st Stage,"BLR_PVT_JP Nagar, 2nd Phase",Private,JP Nagar,Bengaluru,Karnataka,South,12.913209,77.592558
WMQISXM1V1-00590,Mangammanapalya,"BLR_PVT_Popular Colony, Mangammanapalya",Private,ITI Layout,Bengaluru,Karnataka,South,12.900781,77.635794
WMQISXM1V1-00425,Makanpur Indrapuram 1,"GZB_PVT_Biharipura, Nai Basti Dundahera",Private,Indirapuram,Ghaziabad,UP,North,28.638223,77.431092
WMQISXM1V1-00426,Makanpur Indrapuram 2,"GZB_PVT_Biharipura, Nai Basti Dundahera",Private,Indirapuram,Ghaziabad,UP,North,28.638223,77.431092
WMQISXM1V1-00419,BRPL- Nehru Place 3,DEL_BRP_Nehru Place,BRPL,Nehru Place,Delhi,Delhi,North,28.54832,77.25464
WMQISXM1V1-00418,Rajendra Place 3,DEL_DTL_Rajendra Place Metro station,DTL,BYPL ,Delhi,Delhi,North,28.642741,77.177471
WMQISXM1V1-00592,BMRCL-Vijaynagar,BLR_BMR_Vijaynagar Metro station,BMRCL,Vijay Nagar Metro,Bengaluru,Karnataka,South,12.97028,77.537275
WMQISXM1V1-00588,Sunkadakatte,"BLR_PVT_Vidyamanya Nagar, Sunkadakatte",Private,Vigneshwaranagara,Bengaluru,Karnataka,South,12.992822,77.50013
WMQISXM1V1-00397,Sector 22 - Gurugram,"GUR_PVT_Molahera,Sector 22",Private,Sector 22,Gurugram,Haryana,North,28.507572,77.064762
WMQISXM1V1-00396,Sector 34_ Gurugram,"GUR_PVT_Block A, Sector 34",Private,Sector 34,Gurugram,Haryana,North,28.42565,77.00841
WMQISXM1V1-00591,RT Nagar Dinnur Road,"BLR_PVT_RT-Nagar, Dinnur Rd",Private,RT Nagar,Bengaluru,Karnataka,South,13.024825,77.598729
WMQISXM1V1-00431,IOCL Auto Yard 2,"DEL_IOC_Auto-Yard, Jasola Vihar",IOCL,Auto Yard,Delhi,Delhi,North,28.537881,77.284283
WMQISXM1V1-00597,National College,BLR_BMR_National college Metro station,BMRCL,National College metro,Bengaluru,Karnataka,South,12.950165,77.57404
WMQISXM1V1-00300,Patel Nagar 1,DEL_DTL_Patel Nagar Metro Station,DTL,TPDDL ,Delhi,Delhi,North,28.644676,77.169145
WMQISXM1V1-00302,Patel Nagar 2,DEL_DTL_Patel Nagar Metro Station,DTL,TPDDL ,Delhi,Delhi,North,28.644676,77.169145
WMQISXM1V1-00527,K.B. ENTERPRISES_ Panipat 1,"PNP_RFP_Swastika Rd, Netaji Colony",DCO,Panipat,Panipat,Haryana,North,29.3843905,76.9728755
WMQISXM1V1-00395,Gurugram Sector 24,"GUR_PVT_DLF Phase 3, Sector 24",Private,Nathupura,Gurugram,HARYANA,North,28.486798,77.096278
WMQISXM1V1-00595,BMRCL-J P Nagar,BLR_BMR_JP Nagar Metro station,BMRCL,Jayprakash Nagar,Bengaluru,Karnataka,South,12.907716,77.573336
WMQISXM1V1-00596,OMBR Layout,"BLR_PVT_OMBR layout, Banaswadi",Private,Singsandara,Bengaluru,Karnataka,South,13.01076,77.65184
WMQISXM1V1-00548,Patel Nagar 3,DEL_DTL_Patel Nagar Metro Station,DTL,TPDDL ,Delhi,Delhi,North,28.644676,77.169145
WMQISXM1V1-00320,Sector 44-Chandigarh,"CDG_PVT_Sector 45, Burari",Private,Burail,Chandigarh,Punjab,North,30.7053688,76.762864
WMQISXM1V1-00594,Ganganagar,"BLR_PVT_3rd Cross Rd, Ganganagar",Private,RT Nagar,Bengaluru,Karnataka,South,13.02393,77.587967
WMQISXM1V1-00566,K B Eneterprises 2,"PNP_RFP_Swastika Rd, Netaji Colony",DCO,Panipat,Panipat,Haryana,North,29.3843905,76.9728755
WMQISXM1V1-00600,Majestic,BLR_BMR_Majestic Metro station,BMRCL,Majestic,Bengaluru,Karnataka,South,12.97604,77.571139
WMQISXM1V1-00598,MG Road,"BLR_PVT_Murphy Rd, Halasuru",Private,Jaya Raj Nagar,Bengaluru,Karnataka,South,12.981848,77.62463
WMQISXM1V1-00427,Noida Sector 55,"NOI_PVT_Block D, Sector 55",Private,Sector 55,Noida,UP,North,28.601958,77.348648
WMQISXM1V1-00440,Om Sai Filling Station,"NOI_IOC_Om Sai Filling Station, Gaur city 2",IOCL,Sec 16,Noida,UP,North,28.617648,77.419243
WMQISXM1V1-00593,Yashwanthapura Goutam Nagar,"BLR_PVT_Goutham Nagar, Yashwanthapura",Private,Yeshwanthpura,Bengaluru,Karnataka,South,13.023051,77.544461
WMQISXM1V1-00362,Loni,"GZB_PVT_Loni Dehat, Bagh Ranap",Private,Loni,Ghaziabad,UP,North,28.744502,77.302422
WMQISXM1V1-00601,Singaianapalya,"BLR_KZM_Maheswari Nagar, Mahadevapura",Kazam,MahadevPura,Bengaluru,Karnataka,South,12.995978,77.692317
WMQISXM1V1-00355,PARAS AUTOMOBILES,"DEL_IOC_PARAS-AUTOMOBILES, Bijwasan",IOCL,Delhi,Delhi,Delhi,North,28.531327,77.062801
WMQISXM1V1-00488,Jakkur-Areodrum,"BLR_PVT_7th cross Rd, Jakkuru Layout",Private,Jakkur Layout,Bengaluru,Karnataka,South,13.072613,77.599921
WMQISXM1V1-00605,SMPL Plant-3,"BLR_SMP_SUNM office, Doddanekkundi",SMPL,Dudanekhundi,Bengaluru,Karnataka,South,12.977114,77.70653
WMQISXM1V1-00604,Haralur,"BLR_PVT_ Lakedew Residency, Haralur",Private,Haralur,Bengaluru,Karnataka,South,12.901109,77.661746
WMQISXM1V1-00603,HSR Somasunder Palya,,Private,HSR layout,Bengaluru,Karnataka,South,12.89799,77.65262
WMQISXM1V1-00609,Marathahalli,"BLR_PVT_5thCross,Rd Marathahalli",Private,Marathahalli,Bengaluru,Karnataka,South,12.954511,77.69841
WMQISXM1V1-00489,Kapra/Sainikpuri,"HYD_PVT_Kalyan Gardens, Chandragiri Colony",Private,Kapra,Hyderabad,Telangana,South,17.500601,78.539632
WMQISXM1V1-00602,HSR Agara,,Private,HSR layout,Bengaluru,Karnataka,South,12.921405,77.649975
WMQISXM1V1-00460,HEBBAL Baptist,"BLR_PVT_Ayyappa Layout, Hebbal",Private,Hebbal,Bengaluru,Karnataka,South,13.036823,77.593624
WMQISXM1V1-00606,HSR Somasunder Palya 2,,Private,HSR layout,Bengaluru,Karnataka,South,12.898162,77.651974
WMQISXM1V1-00481,Thanisandra,"BLR_PVT_Amam Enclave Layout, Ashwath Nagar",Private,Sinthan Nagar,Bengaluru,Karnataka,South,13.050146,77.634154
WMQISXM1V1-00607,T-11-Jalahalli,"BLR_FRN_4th A cross Rd, Jalahalli",Franchise,HMT Main Road,Bengaluru,Karnataka,South,13.04451,77.55179929
WMQISXM1V1-00477,Iblur,"BLR_PVT_3rd Cross Rd, Ibbaluru",Private,Sarjapur Road,Bengaluru,Karnataka,South,12.922606,77.662939
WMQISXM1V1-00469,Seegehalli,"BLR_PVT_Bharathi Nagar, Krishnarajapuram",Private,Bethel Nagar,Bengaluru,Karnataka,South,13.012193,77.717852
WMQISXM1V1-00456,Bowenpally,"HYD_PVT_Dhanalaxmi Colony, Bowenpally",Private,Secunderabad cantonment,Hyderabad,Telangana,South,17.465563,78.481644
WMQISXM1V1-00410,Supreme Court 1,DEL_DTL_Supreme Court Metro Station,DTL,BRPL ,Delhi,Delhi,North,28.623953,77.241308
WMQISXM1V1-00486,Supreme Court 2,DEL_DTL_Supreme Court Metro Station,DTL,BRPL ,Delhi,Delhi,North,28.623953,77.241308
WMQISXM1V1-00487,Supreme Court 3,DEL_DTL_Supreme Court Metro Station,DTL,BRPL ,Delhi,Delhi,North,28.623953,77.241308
WMQISXM1V1-00447,Pratap nagar 1,DEL_DTL_Pratap Nagar Metro Station,DTL,TPDDL ,Delhi,Delhi,North,28.667085,77.198482
WMQISXM1V1-00452,Vishwavidayalya parking 1,DEL_DTL_Vishwavidayalya Metro station parking,DTL,TPDDL ,Delhi,Delhi,North,28.69491,77.212915
WMQISXM1V1-00448,Pratap nagar 2,DEL_DTL_Pratap Nagar Metro Station,DTL,TPDDL ,Delhi,Delhi,North,28.667085,77.198482
WMQISXM1V1-00453,Vishwavidayalya parking 2,DEL_DTL_Vishwavidayalya Metro station parking,DTL,TPDDL ,Delhi,Delhi,North,28.69491,77.212915
WMQISXM1V1-00457,Balanagar Firozguda,"HYD_PVT_Raju Colony, Balanagar",Private,Bala Nagar,Hyderabad,Telangana,South,17.464829,78.45528
WMQISXM1V1-00482,Kukatpalli Santhi Nagra,"HYD_PVT_Shanthi Nagar, Kukatpally",Private,Mani's Amrutha Enclave,Hyderabad,Telangana,South,17.486871,78.413281
WMQISXM1V1-00353,RUCHIKA SERVICE STATION,"DEL_IOC_RUCHIKA-SERVICE-STATION, Mayur vihar Ph III",IOCL,East Delhi,Delhi,Delhi,North,28.603564,77.335755
WMQISXM1V1-00381,The Janak Cinema 1,"DEL_BRP_Janak Cinema, Janakpuri",BRPL,Janakpuri,Delhi,Delhi,North,28.61173,77.094994
WMQISXM1V1-00382,The Janak Cinema-2,"DEL_BRP_Janak Cinema, Janakpuri",BRPL,Janakpuri,Delhi,Delhi,North,28.61173,77.094994
WMQISXM1V1-00536,The Janak Cinema-3,"DEL_BRP_Janak Cinema, Janakpuri",BRPL,Janakpuri,Delhi,Delhi,North,28.61173,77.094994
WMQISXM1V1-00578,Ramesh Nagar,"DEL_PVT_Ratan Park, Ramesh Nagar",Private,Ramesh Nagar,Delhi,Delhi,North,28.65467,77.13251
WMQISXM1V1-00454,Kaushambi,"GZB_PVT_EDM mall Rd, Kaushambi",Private,GDA Market-Kaushambi,Ghaziabad,UP,North,28.640957,77.320549
WMQISXM1V1-00455,SUMAN PETROLIUM,"GZB_IOC_SUMAN PETROLIUM, Vaishali",IOCL,Vaishali,Ghaziabad,UP,North,28.636068,77.329856
WMQISXM1V1-02014,Moulali,"HYD_PVT_Eshwar Nagar Colony, Moula Ali",Private,Moulali Road,Hyderabad,Telangana,South,17.462277,78.560169
WMQISXM1V1-02012,YELAHANKA Vishal Mart,"BLR_PVT_KHB Colony, Yelahanka New Town",Private,Yelahanka,Bengaluru,Karnataka,South,13.108,77.57751
WMQISXM1V1-00483,Devarabisanahalli,"BLR_PVT_ Devarabisanahalli, Bellandur",Private,Devarabisanahalli,Bengaluru,Karnataka,South,12.928271,77.686014
WMQISXM1V1-00475,Sahibabad,,Private,Shyam Park Extension,Ghaziabad,UP,North,28.678256,77.363843
WMQISXM1V1-00458,Multi Overseas India Pvt Ltd,PAN_FRN_Industrial area phase 1,Franchise,Panchkula,Panchkula,Haryana,North,30.66916,76.846887
WMQISXM1V1-00450,Tis hazari 1,DEL_DTL_Tis Hazari Metro Station,DTL,Tis hazari  Metri Station,Delhi,Delhi,North,28.667392,77.215304
WMQISXM1V1-00451,Tis hazari 2,DEL_DTL_Tis Hazari Metro Station,DTL,Tis hazari  Metri Station,Delhi,Delhi,North,28.667392,77.215304
WMQISXM1V1-00439,Abhishek filling Point,"GZB_IOC_Abhishek-Fill-Point, Raj nagar",IOCL,Raj Nagar,Ghaziabad,UP,North,28.676492,77.442344
WMQISXM1V1-00479,Aman Fill Point,"DEL_IOC_Aman-Fill-Point, Mayur vihar Ph I",IOCL,East Delhi,Delhi,Delhi,North,28.621567,77.302009
WMQISXM1V1-00492,Gaurav Saini ,"DEL_FRN_Saini mohalla, Vandana vihar",Franchise,Laxmi Park,Delhi,Delhi,North,28.674688,77.070236
WMQISXM1V1-00400,Brijwasan ,"DEL_PVT_Nayak Pura, Bijwasan",Private,Delhi,Delhi,Delhi,North,28.53384,77.04947
WMQISXM1V1-02020,BLR-Domlur,"BLR_PVT_AK Colony, Domlur I Stage",Private,Domlur Flyover,Bengaluru,Karnataka,South,12.959074,77.641066
WMQISXM1V1-00496,Rahul Verma -Vasundhara 1,"GZB_FRN_Prahlad Garhi Village, Vasundhara",Franchise,Ghaziabad,Ghaziabad,UP,North,28.656031,77.351756
WMQISXM1V1-00249,Janakpuri West metro station parking 1 ,DEL_DMR_Janakpuri West Metro Station Parking,DMRC,Janakpuri,Delhi,Delhi,North,28.630189,77.077492
WMQISXM1V1-00250,Janakpuri West metro station parking 2,DEL_DMR_Janakpuri West Metro Station Parking,DMRC,Janakpuri,Delhi,Delhi,North,28.630189,77.077492
WMQISXM1V1-00224,Dwarka sector 11-3,"DEL_DTL_Dwarka, Sector 11",DTL,Dwarka,Delhi,Delhi,North,28.587155,77.04841
WMQISXM1V1-00497,BRPL - Saket 1,"DEL_BRP_Ashok Vihar, Saket",BRPL,Saket,Delhi,Delhi,North,28.523725,77.207526
WMQISXM1V1-00498,BRPL - Saket 2,"DEL_BRP_Ashok Vihar, Saket",BRPL,Saket,Delhi,Delhi,North,28.523725,77.207526
WMQISXM1V1-00476,BhimNagar_ Rajendra Park,"GUR_PVT_Block G, Rajendra Park",Private,Bhim Nagar,Gurugram,Haryana,North,28.489905,77.005349
WMQISXM1V1-00499,BRPL - Pushp Vihar 1,"DEL_BRP_Punjab Transport Service, Pushp Vihar",BRPL,Pushp Vihar,Delhi,Delhi,North,28.521086,77.227395
WMQISXM1V1-00287,MANSAA,"DEL_IOC_MANSAA, Anand Vihar",IOCL,Shahadra,Delhi,Delhi,North,28.659473,77.297099
WMQISXM1V1-00493,Nazafgarh,"DEL_PVT_Najafgarh, Khaira",Private,Nazafgarh,Delhi,Delhi,North,28.5982155,76.9663777
WMQISXM1V1-00544,BRPL - Pushp Vihar 2,"DEL_BRP_Punjab Transport Service, Pushp Vihar",BRPL,Pushp Vihar,Delhi,Delhi,North,28.521086,77.227395
WMQISXM1V1-00247,Meenakshi Service Station,"DEL_IOC_Meenakshi-Service-Station, Mangolpuri",IOCL,MANGOLPURI,Delhi,Delhi,North,28.690115,77.097596
WMQISXM1V1-00467,Vasant Jhandewalan,"DEL_PVT_Block E 4, Jhandewalan Extension",Private,Jhandewalan Extn,Delhi,Delhi,North,28.646238,77.202165
WMQISXM1V1-00350,BRPL - M Block Market 1,"DEL_BRP_Block M, Greater Kailash",BRPL,GK-II,Delhi,Delhi,North,28.532402,77.242656
WMQISXM1V1-02002,Sharda Sharma 1,"GZB_FRN_Near Hari mandir, Nandgram Rd",Franchise,Ghooka Ghaziabad,Ghaziabad,UP,North,28.677501,77.4162269
WMQISXM1V1-00522,BRPL - Mohan Singh Market-1,"DEL_BRP_Mohan Singh Market, INA",BRPL,INA Market,Delhi,Delhi,North,28.57362,77.211061
WMQISXM1V1-00102,BRPL - Mohan Singh Market-2,"DEL_BRP_Mohan Singh Market, INA",BRPL,INA Market,Delhi,Delhi,North,28.57362,77.211061
WMQISXM1V1-02003,Noida sec 22 -Megha Sisodiya 1,"NOI_FRN_Sector 22, Block D, Chaura",Franchise,sector-22,Noida,UP,North,28.59738,77.349338
WMQISXM1V1-02023,E Chakra,"BLR_FRN_Upkar layout, Whitefield",Franchise,Whitefield,Bengaluru,Karnataka,South,12.9857,77.745
WMQISXM1V1-02007,Bhim Nagar,"GUR_PVT_Mauji Wala Kuan Rd, Dayanand Colony",Private,Dayanand Colony,Gurugram,Haryana,North,28.473175,77.020564
WMQISXM1V1-02006,Rahul Verma -Vasundhara 2,"GZB_FRN_Prahlad Garhi Village, Vasundhara",Franchise,Ghaziabad,Ghaziabad,UP,North,28.656031,77.351756
WMQISXM1V1-02001,S. PERIYASAMY ,"DEL_FRN_Mayur vihar phase I, Trilokpuri",Franchise,"Patparganj,",Delhi,Delhi,North,28.6076733,77.3075447
WMQISXM1V1-02009,TPDDL-Jahangirpuri 1,DEL_TPO_Bhalswa Jahangirpuri,Tata Power,Jahangirpuri,Delhi,Delhi,North,28.72649094,77.173188
WMQISXM1V1-00088,Narain Singh_ Bamnoli-2,"DEL_PVT_Sector 28, Dwarka",Private,Bamnoli,Delhi,Delhi,North,28.547645,77.035428
WMQISXM1V1-02005,Sector 93 Noida,"NOI_PVT_Sector 93, Gejha",Private,Noida,Noida,UP,North,28.52337,77.382924
WMQISXM1V1-00223,TPDDL-Mangolpuri,"DEL_TPO_Block I, Mangolpuri",Tata Power,Mangolpuri,Delhi,Delhi,North,28.69835,77.089722
WMQISXM1V1-00438,Saroj Yadav 1,"GGN_FRN_Laxmi garden, Sector 11",Franchise,Pepsi Wali Gal,Gurugram,Haryana,North,28.45144,77.01668
WMQISXM1V1-00392,Rekha Ranjan,"DEL_FRN_Block K, Gangotri Vihar",Franchise,Gangotri Vihar,Delhi,Delhi,North,28.695244,77.265906
WMQISXM1V1-00399,Patel Nagar/Karol Bagh,"DEL_PVT_New Patel Nagar, Shadipur",Private,Patel Nagar,Delhi,Delhi,North,28.652225,77.156667
WMQISXM1V1-00494,Vishnu Kumar Aggarwal 1,"DEL_FRN_Raghubir Nagar, Tagor Garden ext.",Franchise,Tagore Garden,Delhi,Delhi,North,28.654322,77.113672
WMQISXM1V1-00495,Vishnu Kumar Aggarwal 2,"DEL_FRN_Raghubir Nagar, Tagor Garden ext.",Franchise,Tagore Garden,Delhi,Delhi,North,28.654322,77.113672
WMQISXM1V1-00573,Narain Service Station,"FDB_IOC_Narain-Service-Station, Karkhana Bagh",IOCL,Karkhana Bagh,Faridabad,Haryana,North,28.424724,77.309441
WMQISXM1V1-02011,Sector 59 Mamura-Noida,"NOI_PVT_Mamura, Sector 66",Private,Sector 66,Noida,UP,North,28.601627,77.372975
WMQISXM1V1-00101,Vijay Kumar Bansal & Anita Bansal 1,"DEL_FRN_Old Anarkali, Krishna Nagar",Franchise,Krishna Nagar,Delhi,Delhi,North,28.65489,77.28931
WMQISXM1V1-00567,Jheel,"DEL_PVT_Pandit Park, Krishna Nagar",Private,Jheel Khurenja,Delhi,Delhi,North,28.654852,77.277938
WMQISXM1V1-00478,IMT Manesar_ Sector 85,"GUR_PVT_IMT Manesar, Sector-85",Private,Sector 85,Gurugram,Haryana,North,28.40809,76.95606
WMQISXM1V1-02028,Sree Sai Veera Service Station,"HYD_IOC_Rethibowli, Mehdipatnam",IOCL,Toli chowki,Hyderabad,Telangana,South,17.3954,78.43083
WMQISXM1V1-02013,Kashmere Gate 1,"DEL_DTL_ISBT, Kashmiri Gate",DTL,TPDDL ,Delhi,Delhi,North,28.666404,77.227056
WMQISXM1V1-02024,Kashmere Gate 2,"DEL_DTL_ISBT, Kashmiri Gate",DTL,TPDDL ,Delhi,Delhi,North,28.666404,77.227056
WMQISXM1V1-02030,BRPL - M Block Market 2,"DEL_BRP_Block M, Greater Kailash",BRPL,GK-II,Delhi,Delhi,North,28.532402,77.242656
WMQISXM1V1-02031,TPDDL-Jahangirpuri2,DEL_TPO_Bhalswa Jahangirpuri,TATA Power,Jahangirpuri,Delhi,Delhi,North,28.72649094,77.173188
WMQISXM1V1-02026,SURAJMUKHI ASSOCIATES & DEVELOPERS 1,"DEL_FRN_Sector 32, Rohini",Franchise,Kailash Vihar Rohini sec 24,Delhi,Delhi,North,28.736321,77.073268
WMQISXM1V1-02004,CM enterprises Janakpuri,"DEL_IOC_CM-Enterprises, Janakpuri",IOCL,Janakpuri,Delhi,Delhi,North,28.62956,77.07884
WMQISXM1V1-02066,IOCL - Tyagi Petroleum,"DEL_IOC_Tyagi-Petroleum, Mundka",IOCL,Ghevra Rohtak Road,Delhi,Delhi,North,28.684705,76.999519
WMQISXM1V1-02056,Pritam singh,"GZB_FRN_Block D, Nehru Nagar III",Franchise,Ghaziabad,Ghaziabad,UP,North,28.65947,77.444954
WMQISXM1V1-02042,JAI SAI MOTORS OKHLA,"DEL_IOC_JAI-SAI-MOTORS, OKHLA",IOCL,Delhi,Delhi,Delhi,North,28.527728,77.272826
WMQISXM1V1-00393,Arshdeep Singh Karwal 1,"DEL_FRN_Shindi colony, Naraina",Franchise,Delhi,Delhi,Delhi,North,28.624399,77.135937
WMQISXM1V1-02029,IOCL - Motor Ad Hoc,"DEL_IOC_Motor-Ad-Hoc, Library Ave, Pusa",IOCL,Pusa,Delhi,Delhi,North,28.64056,77.17341
WMQISXM1V1-02054,Singhal Home Appliances,"GGN_FRN_Anamika Enclave, Sector 14",Franchise,Main Mehrauli Raod,Gurugram,HARYANA,North,28.46585,77.039988
WMQISXM1V1-00570,Gaurav Chauhan 1,"NOI_FRN_Stellar greens, Sector 44",Franchise,Noida Sector - 44,Noida,UP,North,28.559828,77.345725
WMQISXM1V1-00466,Jumpstart_ Manimajra,"CDG_RFP_Mani Majra Rd, Adarsh Nagar",DCO,Manimajra,Chandigarh,Chandigarh,North,30.720103,76.833671
WMQISXM1V1-02070,MA Enterprises (MAMOORPUR),"DEL_IOC_MA-Enterprises, Marmurpur",IOCL,Mamoorpur,Delhi,Delhi,North,28.857774,77.112743
WMQISXM1V1-00234,Reisal Petro Service Station,"DEL_IOC_Reisal-Petro-Service-Station, Sant Nagar, Burari",IOCL,Jharoda Majra,Delhi,Delhi,North,28.732635,77.198284
WMQISXM1V1-02084,MAHAVIR BROTHER'S KSK,"GUR_IOC_MAHAVIR BROTHERS, KSK",IOCL,KAKROLA,Gurugram,Haryana,North,28.395893,76.918127
WMQISXM1V1-00339,"D-1,Vasant Kunj - South Delhi1","DEL_BRP_Shanti Kunj B Block, Kishangarh",BRPL, Vasant Kunj ,Delhi,Delhi,North,28.5102,77.167631
WMQISXM1V1-00349,"D-1,Vasant Kunj - South Delhi2","DEL_BRP_Shanti Kunj B Block, Kishangarh",BRPL, Vasant Kunj ,Delhi,Delhi,North,28.5102,77.167631
WMQISXM1V1-00484,TOP FUEL,"GZB_IOC_TOP FUEL, Gopal Nagar",IOCL,Gopal Nagar,Ghaziabad,UP,North,28.666717,77.422456
WMQISXM1V1-00414,Sunil Yadav 1,"GGN_FRN_Basai Enclave,Sector37C",Franchise,Basai Enclave II ,Gurugram,Haryana,North,28.452711,76.994072
WMQISXM1V1-00553,Sukhra Cars ,"BLR_GOM_Upkar Layout, Whitefield",GoMechanic,Chiklasandra,Bengaluru,Karnataka,South,12.914589,77.543948
WMQISXM1V1-02071,IOCL-COCO JRO,"NOI_IOC_COCO JRO, Ecotech-II, Udyog Vihar",IOCL,Greater Noida,Noida,UP,North,28.496483,77.486464
WMQISXM1V1-02032,IOCL-AKAASH AUTO CENTRE,"DEL_IOC_AKAASH-AUTO-CENTRE, Swasthya Vihar",IOCL,Laxmi Nagar,Delhi,Delhi,North,28.640264,77.28516
WMQISXM1V1-00097,Chattarpur 1,DEL_DMR_Chhatarpur Metro station,DMRC,Chattarpur Metro,Delhi,Delhi,North,28.507877,77.175431
WMQISXM1V1-00411,Chattarpur 2,DEL_DMR_Chhatarpur Metro station,DMRC,Chattarpur Metro,Delhi,Delhi,North,28.507877,77.175431
WMQISXM1V1-00359,Qutab Minar 1,DEL_DMR_Qutub Minar Metro Station,DMRC,Qutab Minar Metro,Delhi,Delhi,North,28.51368,77.186303
WMQISXM1V1-00539,Qutab Minar 2,DEL_DMR_Qutub Minar Metro Station,DMRC,Qutab Minar Metro,Delhi,Delhi,North,28.51368,77.186303
WMQISXM1V1-02035,MIRA SERVICE STATION,"KOL_IOC_MIRA-SERVICE-STATION, Newtown",IOCL,Kolkata New Town RSA,Kolkata,West Bengal,East,22.582,88.4561
WMQISXM1V1-00441,The Kataria Communications,"DEL_FRN_Rd 237, Krishna colony, Hastsal",Franchise,Vikashpuri ,Delhi,Delhi,North,28.634952,77.061629
WMQISXM1V1-02025,Spark Motors -Nitin Gupta 1,"DEL_FRN_Madipur JJ colony, Block A",Franchise,JJ Colony Madipur,Delhi,Delhi,North,28.674935,77.119194
WMQISXM1V1-00394,Shalimar Bagh 1,DEL_DMR_Shalimar Bagh Metro Station,DMRC,Metro Station Shalimar Bagh Delhi,Delhi,Delhi,North,28.702314,77.166546
WMQISXM1V1-02068,Gaur City_Relocation,"NOI_PVT_Gaur City 2, Yusufpur Chak Saberi",Private,Gaur City,Noida,UP,North,28.616136,77.419519
WMQISXM1V1-02069,Rajiv Kumar,"DEL_FRN_Bhagat enclave, Uttam Nagar",Franchise,uttam nagar,Delhi,Delhi,North,28.614958,77.065183
WMQISXM1V1-02090,IOCL-AP STATE CIVIL SUPPLIES,"HYD_IOC_AP-STATE-CIVIL-SUPPLIES, Hafeezpet",IOCL,Kondapur,Hyderabad,Telangana,South,17.48922,78.35381
WMQISXM1V1-02046,Mobility Solutions 1,"GGN_FRN_Av.69, Sector 69",Franchise,Sector-69,Gurugram,HARYANA,North,28.39548,77.0395
WMQISXM1V1-00462,COCO Marine Line,MUM_IOC_COCO-Marine-Line,IOCL,Marine Drive,Mumbai,Maharashtra,West,18.9441,72.8232
WMQISXM1V1-00442,Saurabh Sharma/Rahul Verma,NOI_FRN_Bahlolpur,Franchise,Noida -63A,Noida,UP,North,28.618508,77.398851
WMQISXM1V1-00463,Swarn Autos,"DEL_RFP_Dr Ambedkar Colony, Chhatarpur",Private,Chhatarpur,Delhi,Delhi,North,28.501134,77.183007
WMQISXM1V1-02041,Saroj Yadav-2,"GGN_FRN_Laxmi garden, Sector 11",Franchise,Gurugram,Gurugram,Haryana,North,28.45244,77.0158
